text,symptom_id,symptom_name,severity,esi_label,language,source,base_weight
For the past few months I have had treated for something else.,S038,previous_misdiagnosis,mild,Low,en,synthetic,6
I am struggling with intense anxious all the time.,S030,anxiety,severe,Moderate,en,synthetic,4
Nimekuwa nikilalamika kuhusu kuzimia kutokana na maumivu.,S025,fainting_syncope,moderate,Moderate,sw,synthetic,8
I experience intense constipation during period regularly.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
I have crying all the time.,S029,depression,moderate,Low,en,synthetic,5
My experience is that pink or red urine during period.,S016,haematuria,severe,High,en,synthetic,8
My experience is that bleeding in the middle of my cycle.,S004,intermenstrual_bleeding,critical,High,en,synthetic,6
I have been dealing with hip pain for a while now.,S021,hip_groin_pain,critical,High,en,synthetic,6
I am here because pain at the beginning of sex.,S007,dyspareunia_superficial,critical,High,en,synthetic,6
Nimekuwa na damu kidogo mwilini kwa muda mrefu.,S023,anaemia,critical,High,sw,synthetic,6
I told the doctor that chronic pain in my pelvis.,S002,chronic_pelvic_pain,severe,High,en,synthetic,10
I need help with changing pad every hour.,S005,heavy_menstrual_bleeding,severe,Moderate,en-KE,synthetic,7
I am struggling with unbearable unpredictable periods.,S027,irregular_periods,critical,High,en,synthetic,5
I need help with no one believed me.,S038,previous_misdiagnosis,severe,Moderate,en-KE,synthetic,6
I want you to know that my period is too much.,S005,heavy_menstrual_bleeding,critical,High,en-KE,synthetic,7
I am here because miss school from period pain.,S036,work_school_absence,critical,High,en-KE,synthetic,7
I told the doctor that CS scar painful during period.,S035,scar_endometriosis,mild,Low,en-KE,synthetic,7
I cannot work properly because of IVF failed.,S026,infertility,critical,Critical,en,synthetic,9
For the past few months I have had dyschezia.,S009,dyschezia,critical,Critical,en,synthetic,9
"Doctor, I have cancel plans sometimes and I do not know what to do.",S037,relationship_social_impact,mild,Low,en,synthetic,5
My main problem is always in pain.,S002,chronic_pelvic_pain,severe,High,en,synthetic,10
CS scar painful during period.,S035,scar_endometriosis,mild,Low,en-KE,synthetic,7
I told the doctor that been trying for over a year.,S026,infertility,critical,Critical,en,synthetic,9
My experience is that told I have a cyst.,S028,pelvic_mass_sensation,severe,Moderate,en-KE,synthetic,7
I want you to know that I avoid sex because it hurts.,S006,dyspareunia_deep,critical,Critical,en-KE,synthetic,9
I have been dealing with hospital for bowel blockage for a while now.,S011,constipation_cyclical,critical,High,en,synthetic,6
I came to the clinic because of slightly constipated during period.,S011,constipation_cyclical,mild,Low,en,synthetic,6
I have come to see the doctor because of stomach swells up.,S014,bloating_abdominal,critical,High,en-KE,synthetic,5
I have had slight stomach swells up since I was a teenager.,S014,bloating_abdominal,mild,Low,en,synthetic,5
Nimekuwa nikilalamika kuhusu uchovu kupita kiasi.,S022,fatigue_chronic,moderate,Moderate,sw,synthetic,7
The problem I have is that my period is too much.,S005,heavy_menstrual_bleeding,critical,High,en-KE,synthetic,7
Nina dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,moderate,Moderate,sw,synthetic,6
I am here because feel slightly sick during period.,S013,nausea_vomiting_cyclical,mild,Low,en,synthetic,6
I want you to know that I avoid sex because it hurts.,S006,dyspareunia_deep,moderate,Moderate,en-KE,synthetic,9
I want you to know that my period is too much.,S005,heavy_menstrual_bleeding,mild,Low,en-KE,synthetic,7
"I told the doctor that siku zangu za mwezi ni za maumivu, for 12 months now.",S001,dysmenorrhoea,severe,High,sw,synthetic,10
I am here because kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,mild,Low,sw,synthetic,6
For the past few months I have had vaginal pain during sex.,S007,dyspareunia_superficial,critical,High,en,synthetic,6
I avoid sex because it hurts.,S006,dyspareunia_deep,critical,Critical,en-KE,synthetic,9
"I cannot work properly because of noticeable period cramps, for about 36 months.",S001,dysmenorrhoea,moderate,High,en,synthetic,10
told it is just period pain.,S038,previous_misdiagnosis,mild,Low,en,synthetic,6
"The problem I have is that dropped out of school from pain, for about 12 months.",S036,work_school_absence,critical,High,en,synthetic,7
I am struggling with noticeable feeling depressed.,S029,depression,moderate,Low,en,synthetic,5
Nimekuwa na mgongo unaniuma kwa muda mrefu.,S018,lower_back_pain,severe,Moderate,sw,synthetic,7
Since I was young I have had running stomach during period.,S012,diarrhoea_cyclical,critical,High,en-KE,synthetic,5
"I have distracting pain, for about 6 months.",S002,chronic_pelvic_pain,moderate,High,en,synthetic,10
I have bloody urine.,S016,haematuria,critical,High,en,synthetic,8
My main problem is slightly feverish during period.,S024,fever_cyclical,mild,Low,en,synthetic,5
My experience is that trying for a baby without success.,S026,infertility,severe,High,en-KE,synthetic,9
I experience very bad pain during sex regularly.,S006,dyspareunia_deep,severe,High,en,synthetic,9
I am here because right shoulder pain during period.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
I want you to know that sometimes cannot sleep during period.,S031,sleep_disturbance,mild,Low,en,synthetic,4
Nilikuja hospitalini kwa sababu ya nimechoka sana kila wakati.,S022,fatigue_chronic,severe,Moderate,sw,synthetic,7
I have been dealing with slight pain when pooping for a while now.,S009,dyschezia,mild,Moderate,en,synthetic,9
Sijui nifanye nini kuhusu damu kidogo mwilini.,S023,anaemia,mild,Low,sw,synthetic,6
I have been dealing with significant diarrhoea during period for a while now.,S012,diarrhoea_cyclical,moderate,Low,en,synthetic,5
I need help with running stomach during period.,S012,diarrhoea_cyclical,moderate,Low,en-KE,synthetic,5
I came to the clinic because of back pain during period.,S018,lower_back_pain,mild,Low,en,synthetic,7
I told the doctor that swelling at belly button during period.,S034,umbilical_pain_bleeding,moderate,Moderate,en,synthetic,8
I cannot work properly because of occasional cramps during period.,S001,dysmenorrhoea,mild,Moderate,en,synthetic,10
"Nilikuja hospitalini kwa sababu ya uchovu kupita kiasi, for about 2 months.",S022,fatigue_chronic,mild,Low,sw,synthetic,7
"I have been dealing with losing hope for a while now, for over 24 months.",S029,depression,critical,High,en,synthetic,5
My experience is that my back is in agony during my period.,S018,lower_back_pain,mild,Low,en-KE,synthetic,7
I am here because one doctor visit with no answer.,S038,previous_misdiagnosis,mild,Low,en,synthetic,6
I am here because doctors keep sending me away.,S038,previous_misdiagnosis,mild,Low,en-KE,synthetic,6
multiple lung collapses with period.,S032,catamenial_pneumothorax,critical,Critical,en,synthetic,9
I came to the clinic because of leg pain during period.,S019,leg_pain_sciatica,mild,Low,en,synthetic,7
For the past few months I have had blood in urine.,S016,haematuria,severe,High,en,synthetic,8
I am here because bowels stop working during period.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
I experience blood after intercourse regularly.,S008,post_coital_bleeding,severe,Moderate,en,synthetic,5
For the past few months I have had severe look pregnant from bloating.,S014,bloating_abdominal,severe,Moderate,en,synthetic,5
Since I was young I have had pain passing urine.,S015,dysuria,severe,Moderate,en-KE,synthetic,7
"Nilikuja hospitalini kwa sababu ya nimechoka sana kila wakati, for about 3 months.",S022,fatigue_chronic,mild,Low,sw,synthetic,7
I want you to know that blood when not on period.,S004,intermenstrual_bleeding,moderate,Moderate,en-KE,synthetic,6
"Nina uchovu kupita kiasi, for 12 years.",S022,fatigue_chronic,severe,Moderate,sw,synthetic,7
For the past few months I have had intense irregular periods.,S027,irregular_periods,severe,Moderate,en,synthetic,5
I need help with pain passing urine.,S015,dysuria,mild,Low,en-KE,synthetic,7
blood when not on period.,S004,intermenstrual_bleeding,moderate,Moderate,en-KE,synthetic,6
I cannot work properly because of occasional cannot tolerate penetration.,S007,dyspareunia_superficial,mild,Low,en,synthetic,6
"Doctor, I have noticeable burning during sex and I do not know what to do.",S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
Nimekuwa na kuzimia kutokana na maumivu kwa muda mrefu.,S025,fainting_syncope,mild,Moderate,sw,synthetic,8
I came to the clinic because of pain before my period.,S003,premenstrual_pain,severe,Moderate,en,synthetic,7
I came to the clinic because of need strong painkillers.,S001,dysmenorrhoea,moderate,High,en,synthetic,10
"I am here because I cannot function during my period, for 36 years.",S001,dysmenorrhoea,severe,High,en-KE,synthetic,10
My experience is that cough up blood with period.,S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
"The problem I have is that pain even when I am not on my period, for 6 years.",S002,chronic_pelvic_pain,moderate,High,en-KE,synthetic,10
I told the doctor that doctors keep sending me away.,S038,previous_misdiagnosis,mild,Low,en-KE,synthetic,6
I am here because swelling at belly button during period.,S034,umbilical_pain_bleeding,critical,High,en,synthetic,8
my back is in agony during my period.,S018,lower_back_pain,moderate,Moderate,en-KE,synthetic,7
My main problem is trying for 2-3 years.,S026,infertility,severe,High,en,synthetic,9
The problem I have is that pain even when I am not on my period.,S002,chronic_pelvic_pain,critical,Critical,en-KE,synthetic,10
I cannot work properly because of spotting.,S004,intermenstrual_bleeding,moderate,Moderate,en,synthetic,6
I have been dealing with nausea with cramps for a while now.,S013,nausea_vomiting_cyclical,mild,Low,en,synthetic,6
I told the doctor that slight discomfort sometimes during sex.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
I have had slight burning at start since I was a teenager.,S007,dyspareunia_superficial,mild,Low,en,synthetic,6
Nina maumivu ya nyonga.,S002,chronic_pelvic_pain,severe,High,sw,synthetic,10
I am struggling with slight pain day before.,S003,premenstrual_pain,mild,Low,en,synthetic,7
I have had excruciating blood after intercourse since I was a teenager.,S008,post_coital_bleeding,critical,High,en,synthetic,5
Sijui nifanye nini kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,moderate,Moderate,sw,synthetic,9
Sijui nifanye nini kuhusu mgongo unaniuma.,S018,lower_back_pain,moderate,Moderate,sw,synthetic,7
I am struggling with fatigue.,S022,fatigue_chronic,critical,High,en,synthetic,7
"Doctor, I have significant belly distension and I do not know what to do.",S014,bloating_abdominal,moderate,Low,en,synthetic,5
I am here because told I have a cyst.,S028,pelvic_mass_sensation,mild,Low,en-KE,synthetic,7
I told the doctor that blood in sputum during period.,S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
I experience blocked tubes regularly.,S026,infertility,critical,Critical,en,synthetic,9
My main problem is sex hurts deep inside.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
For the past few months I have had lumbosacral pain.,S018,lower_back_pain,critical,High,en,synthetic,7
I experience mild fainting regularly.,S025,fainting_syncope,mild,Moderate,en,synthetic,8
I have excruciating low mood.,S029,depression,critical,High,en,synthetic,5
I cannot work properly because of slightly constipated during period.,S011,constipation_cyclical,mild,Low,en,synthetic,6
I want you to know that belly button bleeds during period.,S034,umbilical_pain_bleeding,severe,High,en,synthetic,8
For the past few months I have had significant cannot hold my bladder.,S017,urinary_frequency,moderate,Low,en,synthetic,5
I have had bleed for weeks since I was a teenager.,S004,intermenstrual_bleeding,severe,Moderate,en,synthetic,6
I want you to know that stinging when I pass urine.,S015,dysuria,moderate,Moderate,en,synthetic,7
"Doctor, I have intense damu nyingi sana and I do not know what to do.",S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
need to pee all the time.,S017,urinary_frequency,mild,Low,en,synthetic,5
My main problem is occasional blood in pee.,S016,haematuria,mild,Moderate,en,synthetic,8
I have had nauseous every period since I was a teenager.,S013,nausea_vomiting_cyclical,moderate,Moderate,en,synthetic,6
I am here because urine looks red during period.,S016,haematuria,severe,High,en,synthetic,8
Nilikuja hospitalini kwa sababu ya kuzimia kutokana na maumivu.,S025,fainting_syncope,moderate,Moderate,sw,synthetic,8
Nimekuwa na damu kidogo mwilini kwa muda mrefu.,S023,anaemia,severe,Moderate,sw,synthetic,6
I came to the clinic because of bleed heavily after sex.,S008,post_coital_bleeding,severe,Moderate,en,synthetic,5
I have been dealing with emergency rectal bleeding for a while now.,S010,rectal_bleeding,critical,High,en,synthetic,8
I told the doctor that blood in my poop during period.,S010,rectal_bleeding,severe,High,en,synthetic,8
Nimekuwa nikilalamika kuhusu maumivu ya nyonga.,S002,chronic_pelvic_pain,moderate,High,sw,synthetic,10
I want you to know that bleeding in the middle of my cycle.,S004,intermenstrual_bleeding,mild,Low,en,synthetic,6
I cannot work properly because of moderate told I am anaemic.,S023,anaemia,moderate,Moderate,en,synthetic,6
For the past few months I have had had tests done.,S026,infertility,severe,High,en,synthetic,9
I am struggling with noticeable unpredictable periods.,S027,irregular_periods,moderate,Low,en,synthetic,5
For the past few months I have had cannot move my leg.,S019,leg_pain_sciatica,critical,High,en,synthetic,7
I told the doctor that cannot have sex because of pain.,S006,dyspareunia_deep,severe,High,en,synthetic,9
